Company,Location,Year,Time,Rocket,MissionStatus,RocketStatus,Price,Mission
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1997,1899-12-30 22:39:00,Delta II 7925,1,Retired,,Telenor Thor II
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1998,1899-12-30 00:35:00,Delta II 7925,1,Retired,,Thor III
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1998,1899-12-30 14:24:00,Delta II 7420-10C,1,Retired,,Globalstar-1
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1998,1899-12-30 18:45:00,Delta II 7425,1,Retired,,Mars Climate Orbiter
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1998,1899-12-30 22:38:00,Delta II 7920-10C,1,Retired,,Globalstar-2
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1999,1899-12-30 07:46:00,Delta II 7420-10C,1,Retired,,Globalstar 5
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1999,1899-12-30 12:51:00,Delta II 7925,1,Retired,,USA-145 (GPS IIR-3)
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1999,1899-12-30 15:44:00,Delta II 7320-10C,1,Retired,,FUSE
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1999,1899-12-30 21:04:00,Delta II 7426,1,Retired,,Stardust
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",2000,1899-12-30 01:48:00,Delta II 7925,1,Retired,,GPS IIR-4
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",2000,1899-12-30 09:17:00,Delta II 7925,1,Retired,,GPS IIR-5
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",2000,1899-12-30 17:14:00,Delta II 7925,1,Retired,,GPS IIR-6
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",2001,1899-12-30 07:55:00,Delta II 7925,1,Retired,,GPS IIR-7
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",2001,1899-12-30 15:02:00,Delta II 7925,1,Retired,,Mars Odyssey
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",2001,1899-12-30 16:13:00,Delta II 7326,1,Retired,,Genesis Probe
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",2001,1899-12-30 19:46:00,Delta II 7425-10C,1,Retired,,WMAP
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",2002,1899-12-30 06:47:00,Delta II 7425,1,Retired,,CONTOUR
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",2003,1899-12-30 08:05:00,Delta II 7925,1,Retired,,GPS IIR-10
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",2003,1899-12-30 17:58:00,Delta II 7925,1,Retired,,Spirit
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",2003,1899-12-30 22:09:00,Delta II 7925,1,Retired,,GPS IIR-9
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",2004,1899-12-30 17:16:00,Delta II 7320-10C,1,Retired,,Swift
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",2005,1899-12-30 03:37:00,Delta II 7925,1,Retired,,GPS IIRM-1
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",2006,1899-12-30 18:50:00,Delta II 7925,1,Retired,,GPS IIRM-2
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",2006,1899-12-30 19:12:00,Delta II 7925,1,Retired,,GPS IIRM-3
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",2006,1899-12-30 22:15:00,Delta II 7925,1,Retired,,MiTEx
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1989,1899-12-30 18:10:00,Delta II 6925,1,Retired,,NAVSTAR II-5
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1989,1899-12-30 22:59:00,Delta II 6925,1,Retired,,BSB-R1
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1990,1899-12-30 05:39:00,Delta II 6925,1,Retired,,Thor 1
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1990,1899-12-30 05:52:00,Delta 4925-8,1,Retired,,INSAT 1D
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1990,1899-12-30 16:15:00,Delta II 6920-8,1,Retired,,LACE / RME
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1990,1899-12-30 22:28:00,Delta II 6925-8,1,Retired,,Palapa B2R
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1990,1899-12-30 23:16:00,Delta II 6925,1,Retired,,Inmarsat-2 F1
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1991,1899-12-30 00:09:00,Delta II 7925,1,Retired,,ASC-2 (Spacenet F4)
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1991,1899-12-30 00:53:00,Delta II 7925,1,Retired,,NATO 4A
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1991,1899-12-30 22:55:00,Delta II 7925,1,Retired,,Aurora 2
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1991,1899-12-30 23:03:00,Delta II 6925,1,Retired,,Inmarsat-2 F2
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1992,1899-12-30 00:40:00,Delta II 7925,1,Retired,,Palapa B4
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1992,1899-12-30 03:20:00,Delta II 7925,1,Retired,,USA-80 (GPS IIA-4)
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1992,1899-12-30 09:20:00,Delta II 7925,1,Retired,,Satcom C4
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1992,1899-12-30 09:20:00,Delta II 7925,1,Retired,,USA-83 (GPS IIA-5)
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1992,1899-12-30 09:47:00,Delta II 7925,1,Retired,,DFS Kopernikus 3
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1992,1899-12-30 22:16:00,Delta II 7925,1,Retired,,USA-87 (GPS IIA-8)
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1992,1899-12-30 22:29:00,Delta II 7925,1,Retired,,USA-79 (GPS IIA-3)
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1993,1899-12-30 12:38:00,Delta II 7925,1,Retired,,USA-94 (GPS IIA-13)
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1993,1899-12-30 17:04:00,Delta II 7925,1,Retired,,USA-96 (GPS IIA-14)
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1994,1899-12-30 09:31:00,Delta II 7925-10,1,Retired,,Wind
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1994,1899-12-30 23:45:00,Delta II 7925-8,1,Retired,,Galaxy 1R
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1995,1899-12-30 11:10:00,Delta II 7925,0,Retired,,Koreasat 1
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1996,1899-12-30 00:21:00,Delta II 7925,1,Retired,,USA-117 (GPS IIA-16)
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1996,1899-12-30 01:10:00,Delta II 7925,1,Retired,,Galaxy 9
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1996,1899-12-30 06:58:00,Delta II 7925,1,Retired,,Mars Pathfinder
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1996,1899-12-30 11:10:00,Delta II 7925,1,Retired,,Koreasat-2
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1996,1899-12-30 20:43:00,Delta II 7925-8,1,Retired,,NEAR
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1998,1899-12-30 00:32:00,Delta II 7925,1,Retired,,Skynet 4D
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1998,1899-12-30 01:17:00,Delta III 8930,0,Retired,,Galaxy 10
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1998,1899-12-30 23:54:00,Delta II 7925,1,Retired,,BONUM-1
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1999,1899-12-30 01:00:00,Delta III 8930,0,Retired,,Orion 3
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1999,1899-12-30 04:37:00,Delta II 7420-10C,1,Retired,,Globalstar 6
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1999,1899-12-30 08:45:00,Delta II 7420-10C,1,Retired,,Globalstar 4
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1999,1899-12-30 13:48:00,Delta II 7420-10C,1,Retired,,Globalstar 3
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1999,1899-12-30 20:21:00,Delta II 7425,1,Retired,,Mars Polar Lander
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",2000,1899-12-30 11:05:00,Delta III 8930,1,Retired,,DM F3
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",2000,1899-12-30 21:24:00,Delta II 7920-10C,1,Retired,,Globalstar 7
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",2001,1899-12-30 17:45:00,Delta II 7925,1,Retired,,NROL-17 (GeoLITE)
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",2003,1899-12-30 03:18:00,Delta II 7925H,1,Retired,,Opportunity
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",2003,1899-12-30 05:35:00,Delta II 7920H,1,Retired,,Spitzer Space Telescope
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",2003,1899-12-30 18:06:00,Delta II 7925,1,Retired,,GPS IIR-8
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",2004,1899-12-30 05:39:00,Delta II 7925,1,Retired,,GPS IIR-13
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",2004,1899-12-30 06:15:00,Delta II 7925H,1,Retired,,MESSENGER
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",2004,1899-12-30 17:53:00,Delta II 7925,1,Retired,,GPS IIR-11
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",2004,1899-12-30 22:54:00,Delta II 7925,1,Retired,,GPS IIR-12
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",2005,1899-12-30 18:47:00,Delta II 7925,1,Retired,,Deep Impact
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",2006,1899-12-30 00:52:00,Delta II 7925-10L,1,Retired,,STEREO
Boeing,"SLC-2W, Vandenberg AFB, California, USA",1995,1899-12-30 14:22:00,Delta II 7920-10,1,Retired,,RADARSAT-1 and SURFSAT
Boeing,"SLC-2W, Vandenberg AFB, California, USA",1996,1899-12-30 11:24:00,Delta II 7925-10,1,Retired,,Polar
Boeing,"SLC-2W, Vandenberg AFB, California, USA",1996,1899-12-30 12:27:00,Delta II 7920-10,1,Retired,,MSX
Boeing,"SLC-2W, Vandenberg AFB, California, USA",1997,1899-12-30 00:38:00,Delta II 7920-10C,1,Retired,,MS-3
Boeing,"SLC-2W, Vandenberg AFB, California, USA",1997,1899-12-30 01:23:00,Delta II 7920-10C,1,Retired,,MS-4
Boeing,"SLC-2W, Vandenberg AFB, California, USA",1997,1899-12-30 01:34:00,Delta II 7920-10C,1,Retired,,MS-5
Boeing,"SLC-2W, Vandenberg AFB, California, USA",1997,1899-12-30 13:04:00,Delta II 7920-10C,1,Retired,,MS-2
Boeing,"SLC-2W, Vandenberg AFB, California, USA",1997,1899-12-30 13:16:00,Delta II 7920-10C,1,Retired,,MS-6
Boeing,"SLC-2W, Vandenberg AFB, California, USA",1997,1899-12-30 14:55:00,Delta II 7920-10C,1,Retired,,MS-1
Boeing,"SLC-2W, Vandenberg AFB, California, USA",1998,1899-12-30 06:02:00,Delta II 7920-10C,1,Retired,,MS-8
Boeing,"SLC-2W, Vandenberg AFB, California, USA",1998,1899-12-30 12:08:00,Delta II 7920-10C,1,Retired,,Deep Space 1
Boeing,"SLC-2W, Vandenberg AFB, California, USA",1998,1899-12-30 13:37:00,Delta II 7920-10C,1,Retired,,MS-11
Boeing,"SLC-2W, Vandenberg AFB, California, USA",1998,1899-12-30 13:58:00,Delta II 7920-10C,1,Retired,,MS-7
Boeing,"SLC-2W, Vandenberg AFB, California, USA",1998,1899-12-30 21:13:00,Delta II 7920-10C,1,Retired,,MS-10
Boeing,"SLC-2W, Vandenberg AFB, California, USA",1998,1899-12-30 21:16:00,Delta II 7920-10C,1,Retired,,MS-9
Boeing,"SLC-2W, Vandenberg AFB, California, USA",1999,1899-12-30 10:29:00,Delta II 7920-10,1,Retired,,"ARGOS (P91-1 ARGOS), ?Ã¶rsted and SUNSAT"
Boeing,"SLC-2W, Vandenberg AFB, California, USA",1999,1899-12-30 18:32:00,Delta II 7920-10,1,Retired,,Landsat 7
Boeing,"SLC-2W, Vandenberg AFB, California, USA",2000,1899-12-30 18:24:00,Delta II 7320-10C,1,Retired,,EO-1 / SAC-C
Boeing,"SLC-2W, Vandenberg AFB, California, USA",2000,1899-12-30 20:34:00,Delta II 7326,1,Retired,,IMAGE
Boeing,"SLC-2W, Vandenberg AFB, California, USA",2001,1899-12-30 15:07:00,Delta II 7920-10C,1,Retired,,Jason-1 / TIMED
Boeing,"SLC-2W, Vandenberg AFB, California, USA",2001,1899-12-30 18:51:00,Delta II 7320-10C,1,Retired,,QuickBird
Boeing,"SLC-2W, Vandenberg AFB, California, USA",2002,1899-12-30 09:54:00,Delta II 7920-10C,1,Retired,,Aqua
Boeing,"SLC-2W, Vandenberg AFB, California, USA",2002,1899-12-30 17:43:00,Delta II 7920-10C,1,Retired,,Iridium IS-1
Boeing,"SLC-2W, Vandenberg AFB, California, USA",2003,1899-12-30 00:45:00,Delta II 7320-10C,1,Retired,,ICESat / CHIPSat
Boeing,"SLC-2W, Vandenberg AFB, California, USA",2004,1899-12-30 10:02:00,Delta II 7920-10L,1,Retired,,Aura
Boeing,"SLC-2W, Vandenberg AFB, California, USA",2004,1899-12-30 16:57:00,Delta II 7920-10C,1,Retired,,Gravity Probe B
Boeing,"SLC-2W, Vandenberg AFB, California, USA",2005,1899-12-30 10:22:00,Delta II 7320-10C,1,Retired,,NOAA-N
Boeing,"SLC-2W, Vandenberg AFB, California, USA",2006,1899-12-30 10:02:00,Delta II 7420-10C,1,Retired,,"CloudSat, CALIPSO"
Boeing,"SLC-37B, Cape Canaveral AFS, Florida, USA",2002,1899-12-30 22:39:00,"Delta IV Medium+ (4,2)",1,Retired,164,Eutelsat W5
Boeing,"SLC-37B, Cape Canaveral AFS, Florida, USA",2003,1899-12-30 00:59:00,Delta IV Medium,1,Retired,133,DSCS-3 A3
Boeing,"SLC-37B, Cape Canaveral AFS, Florida, USA",2003,1899-12-30 23:13:00,Delta IV Medium,1,Retired,133,DSCS-3 B6
Boeing,"SLC-37B, Cape Canaveral AFS, Florida, USA",2004,1899-12-30 21:50:00,Delta IV Heavy,0,Active,350,DemoSat and 3CS-1 & 2
Boeing,"SLC-37B, Cape Canaveral AFS, Florida, USA",2006,1899-12-30 22:11:00,"Delta IV Medium+ (4,2)",1,Retired,164,GOES-N (GOES-13)
Boeing,"SLC-6, Vandenberg AFB, California, USA",2006,1899-12-30 03:33:00,"Delta IV Medium+ (4,2)",1,Retired,164,NROL-22
Boeing,"SLC-6, Vandenberg AFB, California, USA",2006,1899-12-30 13:53:00,Delta IV Medium,1,Retired,133,DMSP F17
CAS Space,"Jiuquan Satellite Launch Center, China",2022,1899-12-30 04:12:00,Zhongke-1A,1,Active,,Demo Flight
CASC,"DeBo 3 Barge, Yellow Sea",2020,1899-12-30 01:23:00,Long March 11H,1,Active,5,Jilin-1 High Resolution 03
CASC,"LC-101, Wenchang Satellite Launch Center, China",2016,1899-12-30 12:42:00,Long March 5/YZ-2,1,Active,,Shijian-17
CASC,"LC-101, Wenchang Satellite Launch Center, China",2017,1899-12-30 11:23:00,Long March 5,0,Active,,Shijian-18
CASC,"LC-101, Wenchang Satellite Launch Center, China",2019,1899-12-30 12:45:00,Long March 5,1,Active,,Shijian-20
CASC,"LC-101, Wenchang Satellite Launch Center, China",2020,1899-12-30 04:41:00,Long March 5,1,Active,,Tianwen-1
CASC,"LC-101, Wenchang Satellite Launch Center, China",2020,1899-12-30 10:00:00,Long March 5B,1,Active,,Test Flight (New Crew Capsule)
CASC,"LC-101, Wenchang Satellite Launch Center, China",2020,1899-12-30 20:30:00,Long March 5,1,Active,,Chang'e 5
CASC,"LC-101, Wenchang Satellite Launch Center, China",2021,1899-12-30 03:23:00,Long March 5B,1,Active,,Tianhe
CASC,"LC-101, Wenchang Satellite Launch Center, China",2022,1899-12-30 06:22:00,Long March 5B,1,Active,,Wentian
CASC,"LC-16, Taiyuan Satellite Launch Center, China",2015,1899-12-30 23:01:00,Long March 6,1,Active,19,Demo Flight
CASC,"LC-16, Taiyuan Satellite Launch Center, China",2017,1899-12-30 04:50:00,Long March 6,1,Active,19,"Jilin-1 Video 04, 05 & 06"
CASC,"LC-16, Taiyuan Satellite Launch Center, China",2019,1899-12-30 06:35:00,Long March 6,1,Active,19,Ningxia-1 (x5)
CASC,"LC-16, Taiyuan Satellite Launch Center, China",2020,1899-12-30 03:19:00,Long March 6,1,Active,19,Ã‘uSat 9 to 18 & Others
CASC,"LC-16, Taiyuan Satellite Launch Center, China",2021,1899-12-30 02:19:00,Long March 6,1,Active,19,SDGSAT-1
CASC,"LC-16, Taiyuan Satellite Launch Center, China",2021,1899-12-30 03:20:00,Long March 6,1,Active,19,"Qilu-1, 4 & Rideshares"
CASC,"LC-16, Taiyuan Satellite Launch Center, China",2021,1899-12-30 11:01:00,Long March 6,1,Active,19,KL-Beta A & B
CASC,"LC-16, Taiyuan Satellite Launch Center, China",2021,1899-12-30 11:59:00,Long March 6,1,Active,19,Zhongzi Group 02 (Ningxia-1-02)
CASC,"LC-2, Xichang Satellite Launch Center, China",1990,1899-12-30 00:40:00,Long March 2E,1,Retired,,"Optus-B, Badr-1, mass simulator"
CASC,"LC-2, Xichang Satellite Launch Center, China",1992,1899-12-30 11:21:00,Long March 2E,0,Retired,,Optus-B2
CASC,"LC-2, Xichang Satellite Launch Center, China",1992,1899-12-30 23:00:00,Long March 2E,1,Retired,,Optus-B1
CASC,"LC-2, Xichang Satellite Launch Center, China",1994,1899-12-30 08:34:00,Long March 3A,1,Active,70,"Shijian 4, Kuafu-1 (mass simulator)"
CASC,"LC-2, Xichang Satellite Launch Center, China",1994,1899-12-30 17:02:00,Long March 3A,0,Active,70,Chinasat-5
CASC,"LC-2, Xichang Satellite Launch Center, China",1994,1899-12-30 23:10:00,Long March 2E,1,Retired,,Optus-B3
CASC,"LC-2, Xichang Satellite Launch Center, China",1995,1899-12-30 11:30:00,Long March 2E,1,Retired,,AsiaSat 2
CASC,"LC-2, Xichang Satellite Launch Center, China",1995,1899-12-30 11:50:00,Long March 2E,1,Retired,,EchoStar 1
CASC,"LC-2, Xichang Satellite Launch Center, China",1995,1899-12-30 22:40:00,Long March 2E,0,Retired,,Apstar 2
CASC,"LC-2, Xichang Satellite Launch Center, China",1996,1899-12-30 19:01:00,Long March 3B,0,Retired,,Intelsat 708
CASC,"LC-2, Xichang Satellite Launch Center, China",1997,1899-12-30 16:17:00,Long March 3A,1,Active,70,ChinaSat 6
CASC,"LC-2, Xichang Satellite Launch Center, China",1997,1899-12-30 17:50:00,Long March 3B,1,Retired,,Agila-2
CASC,"LC-2, Xichang Satellite Launch Center, China",1997,1899-12-30 19:13:00,Long March 3B,1,Retired,,Apstar 2R
CASC,"LC-2, Xichang Satellite Launch Center, China",1998,1899-12-30 09:20:00,Long March 3B,1,Retired,,SinoSat 1
CASC,"LC-2, Xichang Satellite Launch Center, China",1998,1899-12-30 10:00:00,Long March 3B,1,Retired,,ChinaStar 1
CASC,"LC-2, Xichang Satellite Launch Center, China",2000,1899-12-30 16:02:00,Long March 3A,1,Active,70,Beidou-1A
CASC,"LC-2, Xichang Satellite Launch Center, China",2000,1899-12-30 16:20:00,Long March 3A,1,Active,70,Beidou-1B
CASC,"LC-2, Xichang Satellite Launch Center, China",2000,1899-12-30 16:45:00,Long March 3A,1,Active,70,ChinaSat-22
CASC,"LC-2, Xichang Satellite Launch Center, China",2003,1899-12-30 16:01:00,Long March 3A,1,Active,70,Chinasat-20
CASC,"LC-2, Xichang Satellite Launch Center, China",2003,1899-12-30 16:34:00,Long March 3A,1,Active,70,Beidou-1C
CASC,"LC-2, Xichang Satellite Launch Center, China",2004,1899-12-30 01:20:00,Long March 3A,1,Active,70,Fengyun-2C
CASC,"LC-2, Xichang Satellite Launch Center, China",2005,1899-12-30 12:00:00,Long March 3B,1,Retired,,Apstar 6
CASC,"LC-2, Xichang Satellite Launch Center, China",2006,1899-12-30 00:53:00,Long March 3A,1,Active,70,Fengyun-2D
CASC,"LC-2, Xichang Satellite Launch Center, China",2006,1899-12-30 16:02:00,Long March 3A,1,Active,70,Chinasat-22A
CASC,"LC-2, Xichang Satellite Launch Center, China",2006,1899-12-30 16:20:00,Long March 3B,1,Retired,,SinoSat 2
CASC,"LC-2, Xichang Satellite Launch Center, China",2007,1899-12-30 16:01:00,Long March 3B/E,1,Active,29,NIGCOMSAT-1
CASC,"LC-2, Xichang Satellite Launch Center, China",2007,1899-12-30 16:08:00,Long March 3A,1,Active,70,SinoSat 3
CASC,"LC-2, Xichang Satellite Launch Center, China",2007,1899-12-30 16:28:00,Long March 3A,1,Active,70,Beidou-1D
CASC,"LC-2, Xichang Satellite Launch Center, China",2007,1899-12-30 20:08:00,Long March 3B,1,Retired,,Chinasat-6B
CASC,"LC-2, Xichang Satellite Launch Center, China",2007,1899-12-30 20:11:00,Long March 3A,1,Active,70,Compass-M1
CASC,"LC-2, Xichang Satellite Launch Center, China",2008,1899-12-30 12:15:00,Long March 3B,1,Retired,,ChinaSat 9
CASC,"LC-2, Xichang Satellite Launch Center, China",2008,1899-12-30 15:35:00,Long March 3C,1,Retired,20,Tianlian I-01
CASC,"LC-2, Xichang Satellite Launch Center, China",2008,1899-12-30 16:53:00,Long March 3B/E,1,Active,29,VENESAT 1
CASC,"LC-2, Xichang Satellite Launch Center, China",2016,1899-12-30 07:29:00,Long March 3C/YZ-1,1,Active,,BeiDou M3-S
CASC,"LC-2, Xichang Satellite Launch Center, China",2016,1899-12-30 15:24:00,Long March 3C/E,1,Active,20,Tianlian I-04
CASC,"LC-2, Xichang Satellite Launch Center, China",2016,1899-12-30 20:11:00,Long March 3A,1,Active,70,BeiDou IGSO-6
CASC,"LC-2, Xichang Satellite Launch Center, China",2017,1899-12-30 11:04:00,Long March 3B/E,1,Active,29,Shijian 13
CASC,"LC-2, Xichang Satellite Launch Center, China",2017,1899-12-30 11:45:00,Long March 3B/YZ-1,1,Active,,BeiDou-3 M1 & M2
CASC,"LC-2, Xichang Satellite Launch Center, China",2017,1899-12-30 15:18:00,Long March 3B/E,1,Active,29,TJS 2
CASC,"LC-2, Xichang Satellite Launch Center, China",2017,1899-12-30 16:12:00,Long March 3B/E,0,Active,29,ChinaSat 9A
CASC,"LC-2, Xichang Satellite Launch Center, China",2017,1899-12-30 16:41:00,Long March 3B/E,1,Active,29,Alcomsat-1
CASC,"LC-2, Xichang Satellite Launch Center, China",2018,1899-12-30 05:10:00,Long March 3B/YZ-1,1,Active,,BeiDou-3 M3 & M4
CASC,"LC-2, Xichang Satellite Launch Center, China",2018,1899-12-30 13:07:00,Long March 3A,1,Active,70,Fengyun 2H
CASC,"LC-2, Xichang Satellite Launch Center, China",2018,1899-12-30 14:07:00,Long March 3B/YZ-1,1,Active,,BeiDou-3 M13 & M14
CASC,"LC-2, Xichang Satellite Launch Center, China",2018,1899-12-30 15:57:00,Long March 3B/E,1,Active,29,Beidou-3 G1
CASC,"LC-2, Xichang Satellite Launch Center, China",2018,1899-12-30 16:05:00,Long March 3B/E,1,Active,29,Apstar 6C
CASC,"LC-2, Xichang Satellite Launch Center, China",2018,1899-12-30 17:50:00,Long March 3B/YZ-1,1,Active,,BeiDou-3 M9 & M10
CASC,"LC-2, Xichang Satellite Launch Center, China",2018,1899-12-30 18:23:00,Long March 3B/E,1,Active,29,Chang'e-4
CASC,"LC-2, Xichang Satellite Launch Center, China",2018,1899-12-30 20:50:00,Long March 3A,1,Active,70,BeiDou-2 I7
CASC,"LC-2, Xichang Satellite Launch Center, China",2018,1899-12-30 23:18:00,Long March 3B/YZ-1,1,Active,,BeiDou-3 M7 & M8
CASC,"LC-2, Xichang Satellite Launch Center, China",2019,1899-12-30 12:03:00,Long March 3B/E,1,Active,29,ChinaSat 18
CASC,"LC-2, Xichang Satellite Launch Center, China",2019,1899-12-30 15:48:00,Long March 3C/E,1,Active,20,Beidou-2 G8
CASC,"LC-2, Xichang Satellite Launch Center, China",2019,1899-12-30 15:51:00,Long March 3B/E,1,Active,29,Tianlian-2
CASC,"LC-2, Xichang Satellite Launch Center, China",2019,1899-12-30 17:11:00,Long March 3B/E,1,Active,29,Zhongxing-2D (Chinasat-2D)
CASC,"LC-2, Xichang Satellite Launch Center, China",2019,1899-12-30 17:43:00,Long March 3B/E,1,Active,29,Beidou-3 IGSO-3
CASC,"LC-2, Xichang Satellite Launch Center, China",2019,1899-12-30 21:10:00,Long March 3B/YZ-1,1,Active,,BeiDou-3 M23 & M24
CASC,"LC-2, Xichang Satellite Launch Center, China",2020,1899-12-30 01:43:00,Long March 3B/E,1,Active,29,Beidou-3 G3
CASC,"LC-2, Xichang Satellite Launch Center, China",2020,1899-12-30 11:46:00,Long March 3B/E,0,Active,29,Nusantara Dua
CASC,"LC-2, Xichang Satellite Launch Center, China",2020,1899-12-30 11:55:00,Long March 3B/E,1,Active,29,Beidou-3 G2
CASC,"LC-2, Xichang Satellite Launch Center, China",2020,1899-12-30 15:20:00,Long March 3B/E,1,Active,29,TJSW-5
CASC,"LC-2, Xichang Satellite Launch Center, China",2020,1899-12-30 15:59:00,Long March 3B/E,1,Active,29,Tiantong-1 02
CASC,"LC-2, Xichang Satellite Launch Center, China",2020,1899-12-30 16:57:00,Long March 3B/E,1,Active,29,Gaofen-13
CASC,"LC-2, Xichang Satellite Launch Center, China",2021,1899-12-30 01:27:00,Long March 3B/E,1,Active,29,Shijian 21
CASC,"LC-2, Xichang Satellite Launch Center, China",2021,1899-12-30 11:50:00,Long March 3B/E,1,Active,29,ChinaSat 9B (Zhongxing-9B)
CASC,"LC-2, Xichang Satellite Launch Center, China",2021,1899-12-30 15:53:00,Long March 3C/E,1,Active,20,Tianlian 1-05
CASC,"LC-2, Xichang Satellite Launch Center, China",2021,1899-12-30 16:17:00,Long March 3B/E,1,Active,29,Fengyun-4B
CASC,"LC-2, Xichang Satellite Launch Center, China",2021,1899-12-30 16:25:00,Long March 3B/E,1,Active,29,Tiantong-1 03
CASC,"LC-2, Xichang Satellite Launch Center, China",2021,1899-12-30 16:30:00,Long March 3B/E,1,Active,29,Zhongxing-2E
CASC,"LC-2, Xichang Satellite Launch Center, China",2021,1899-12-30 16:40:00,Long March 3B/E,1,Active,29,ChinaSat 1D
CASC,"LC-2, Xichang Satellite Launch Center, China",2021,1899-12-30 16:43:00,Long March 3B/E,1,Active,29,TJSW-9
CASC,"LC-2, Xichang Satellite Launch Center, China",2022,1899-12-30 12:00:00,Long March 3B/E,1,Active,29,ChinaSat 6D
CASC,"LC-2, Xichang Satellite Launch Center, China",2022,1899-12-30 16:30:00,Long March 3B/E,1,Active,29,Tianlian-2-03
CASC,"LC-201, Wenchang Satellite Launch Center, China",2016,1899-12-30 12:00:00,Long March 7/YZ-1A,1,Active,,Demo Flight
