Company,Location,Year,Time,Rocket,MissionStatus,RocketStatus,Price,Mission
AEB,"VLS Pad, Alcântara Launch Center, Maranhão, Brazil",1997,,VLS-1,0,Retired,,SCD-2A
AEB,"VLS Pad, Alcântara Launch Center, Maranhão, Brazil",1999,1899-12-30 19:40:00,VLS-1,0,Retired,,SACI-2
AEB,"VLS Pad, Alcântara Launch Center, Maranhão, Brazil",2003,,VLS-1,0,Retired,,"SATEC, UNOSAT"
AMBA,"LA-5B, RAAF Woomera Range Complex, Australia",1967,,Redstone Sparta,1,Retired,,WRESAT
AMBA,"LC-26A, Cape Canaveral AFS, Florida, USA",1958,1899-12-30 03:48:00,Juno I,1,Retired,,Explorer 1
AMBA,"LC-26A, Cape Canaveral AFS, Florida, USA",1958,1899-12-30 18:27:00,Juno I,0,Retired,,Explorer 2
AMBA,"LC-5, Cape Canaveral AFS, Florida, USA",1958,1899-12-30 03:21:00,Juno I,0,Retired,,Beacon 1
AMBA,"LC-5, Cape Canaveral AFS, Florida, USA",1958,1899-12-30 05:44:00,Juno II,0,Retired,,Pioneer 3
AMBA,"LC-5, Cape Canaveral AFS, Florida, USA",1958,1899-12-30 06:17:00,Juno I,0,Retired,,Explorer 5
AMBA,"LC-5, Cape Canaveral AFS, Florida, USA",1958,1899-12-30 15:00:00,Juno I,1,Retired,,Explorer 4
AMBA,"LC-5, Cape Canaveral AFS, Florida, USA",1958,1899-12-30 17:38:00,Juno I,1,Retired,,Explorer 3
Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",1984,1899-12-30 01:14:00,Ariane 3,1,Retired,,"Spacenet 2, MARECS-2"
Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",1984,1899-12-30 13:32:00,Ariane 3,1,Retired,,"Eutelsat-1 F2, Telecom 1A"
Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",1985,1899-12-30 01:15:00,Ariane 3,1,Retired,,"GStar-1, Telecom 1B"
Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",1985,1899-12-30 23:22:00,Ariane 3,1,Retired,,"Arabsat-1A, Brasilsat-A1"
Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",1985,1899-12-30 23:26:00,Ariane 3,0,Retired,,"ECS 3, Spacenet 3"
Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",1986,1899-12-30 00:53:00,Ariane 2,0,Retired,,Intelsat-5A 14
Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",1987,1899-12-30 00:45:00,Ariane 3,1,Retired,,"Aussat-A3, Eutelsat 1-F4"
Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",1988,1899-12-30 02:17:00,Ariane 2,1,Retired,,TDF-1
Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",1988,1899-12-30 23:12:00,Ariane 3,1,Retired,,"Insat 1C, Eutelsat-1 F5"
Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",1988,1899-12-30 23:28:00,Ariane 3,1,Retired,,"Spacenet 3R, Telecom 1C"
Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",1988,1899-12-30 23:58:00,Ariane 2,1,Retired,,Intelsat 3AF13
Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",1989,1899-12-30 00:14:00,Ariane 3,1,Retired,,Olympus-1
Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",1989,1899-12-30 01:21:00,Ariane 2,1,Retired,,Intelsat-5A 15
Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",1989,1899-12-30 02:28:00,Ariane 2,1,Retired,,TELE-X
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1986,1899-12-30 23:30:00,Ariane 3,1,Retired,,"GStar-2, Brasilsat-A2"
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1987,1899-12-30 02:19:00,Ariane 2,1,Retired,,TVSAT-1
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1988,1899-12-30 00:33:00,Ariane 44LP,1,Retired,,"Skynet 4B, Astra 1A"
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1988,1899-12-30 23:00:00,Ariane 3,1,Retired,,"GStar 5, SBS 5"
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1989,1899-12-30 22:37:00,Ariane 44L,1,Retired,,"Superbird-A, DFS-1"
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1989,1899-12-30 23:05:00,Ariane 44L,1,Retired,,Intelsat 6AF2
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1989,1899-12-30 23:25:00,Ariane 44LP,1,Retired,,"TVSAT-2, Hipparcos"
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1989,1899-12-30 23:29:00,Ariane 44LP,1,Retired,,JCSAT-1 & Meteosat 4
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1990,1899-12-30 01:35:00,Ariane 40,1,Retired,,"SPOT-2, Oscar 14-19"
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1990,1899-12-30 22:25:00,Ariane 44L,1,Retired,,"TDF-2, DFS-2"
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1990,1899-12-30 22:46:00,Ariane 44L,1,Retired,,"Skynet 4C, Eutelsat 2F1"
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1990,1899-12-30 22:58:00,Ariane 44L,1,Retired,,"SBS-6, Galaxy-6"
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1990,1899-12-30 23:11:00,Ariane 42P,1,Retired,,"Satcom C1, GStar-4"
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1990,1899-12-30 23:17:00,Ariane 44L,0,Retired,,"Superbird-B, BS-2X"
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1991,1899-12-30 01:46:00,Ariane 40,1,Retired,,"ERS-1, Oscar 22, Orbcomm-X, Tubsat-A, SARA"
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1991,1899-12-30 22:19:00,Ariane 44L,1,Retired,,"Telecom 2A, Inmarsat 2F3"
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1991,1899-12-30 23:08:00,Ariane 44L,1,Retired,,Intelsat 6AF1
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1991,1899-12-30 23:10:00,Ariane 44L,1,Retired,,"Italsat-1, Eutelsat 2F2"
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1991,1899-12-30 23:15:00,Ariane 44L,1,Retired,,Intelsat 605
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1991,1899-12-30 23:33:00,Ariane 44P,1,Retired,,Anik E2
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1991,1899-12-30 23:36:00,Ariane 44LP,1,Retired,,"Astra 1B, Meteosat 5"
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1991,1899-12-30 23:43:00,Ariane 44P,1,Retired,,Anik E1
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1992,1899-12-30 00:15:00,Ariane 42P,1,Retired,,Galaxy-7
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1992,1899-12-30 22:42:00,Ariane 44L,1,Retired,,"Insat-2A, Eutelsat 2F4"
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1992,1899-12-30 22:48:00,Ariane 42P,1,Retired,,Superbird A1
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1992,1899-12-30 23:04:00,Ariane 42P,1,Retired,,"TOPEX/Poseidon, Oscar 23, S80/T"
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1992,1899-12-30 23:04:00,Ariane 44LP,1,Retired,,"Hispasat 1A, Satcom C3"
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1992,1899-12-30 23:25:00,Ariane 44L,1,Retired,,"Telecom 2B, Inmarsat-2F4"
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1992,1899-12-30 23:58:00,Ariane 44L,1,Retired,,"Superbird-B1, Arabsat-1C"
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1993,1899-12-30 00:18:00,Ariane 44P,1,Retired,,Galaxy-4
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1993,1899-12-30 00:56:00,Ariane 42L,1,Retired,,"Astra 1C, Arsene"
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1993,1899-12-30 01:17:00,Ariane 44LP,1,Retired,,"Solidaridad 1, Meteosat 6"
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1993,1899-12-30 01:27:00,Ariane 44L,1,Retired,,"DBS-1, Thaicom-1"
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1993,1899-12-30 01:45:00,Ariane 40,1,Retired,,"SPOT-3, Stella & Others"
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1993,1899-12-30 06:46:00,Ariane 44LP,1,Retired,,Intelsat 701
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1993,1899-12-30 22:58:00,Ariane 44L,1,Retired,,"Hispasat 1B, Insat-2B"
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1994,1899-12-30 00:29:00,Ariane 42L,1,Retired,,Telstar 402
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1994,1899-12-30 00:37:00,Ariane 42P,1,Retired,,Astra 1D
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1994,1899-12-30 01:07:00,Ariane 44L,1,Retired,,"Solidaridad-2, Thaicom-2"
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1994,1899-12-30 07:07:00,Ariane 44LP,1,Retired,,"Intelsat 702, STRV 1A & 1B"
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1994,1899-12-30 21:37:00,Ariane 44LP,0,Retired,,"Eutelsat 2F5, Turksat 1A"
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1994,1899-12-30 22:57:00,Ariane 42P,0,Retired,,Panamsat-3
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1994,1899-12-30 23:05:00,Ariane 44L,1,Retired,,"Panamsat-2, Yuri-3N"
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1994,1899-12-30 23:05:00,Ariane 44LP,1,Retired,,"Brasilsat B1, Turksat 1B"
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1995,1899-12-30 00:06:00,Ariane 42L,1,Retired,,Telstar 402R
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1995,1899-12-30 00:24:00,Ariane 42P,1,Retired,,DBS-3
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1995,1899-12-30 00:28:00,Ariane 42L,1,Retired,,Astra 1E
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1995,1899-12-30 01:20:00,Ariane 44P,1,Retired,,Infrared Space Observatory
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1995,1899-12-30 01:44:00,Ariane 40,1,Retired,,ERS-2
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1995,1899-12-30 06:34:00,Ariane 44LP,1,Retired,,Intelsat 706
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1995,1899-12-30 06:41:00,Ariane 42P,1,Retired,,N-Star A
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1995,1899-12-30 11:19:00,Ariane 44LP,1,Retired,,"Brasilsat B2, Hot Bird 1"
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1995,1899-12-30 16:23:00,Ariane 40,1,Retired,,"Helios 1A, Cerise, LBSAT-1"
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1995,1899-12-30 22:58:00,Ariane 42L,1,Retired,,Panamsat-4
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1995,1899-12-30 23:23:00,Ariane 44L,1,Retired,,"Telecom 2C, Insat 2C"
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1996,1899-12-30 00:00:00,Ariane 42P,1,Retired,,Echostar-2
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1996,1899-12-30 01:56:00,Ariane 44L,1,Retired,,"Palapa C2, AMOS-1"
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1996,1899-12-30 06:55:00,Ariane 44P,1,Retired,,Intelsat 709
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1996,1899-12-30 07:11:00,Ariane 44LP,1,Retired,,Intelsat 707
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1996,1899-12-30 07:19:00,Ariane 44P,1,Retired,,N-Star B
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1996,1899-12-30 22:24:00,Ariane 44L,1,Retired,,"Arabsat-2A, T??rksat 1C"
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1996,1899-12-30 22:36:00,Ariane 42P,1,Retired,,M-SAT-1
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1996,1899-12-30 22:40:00,Ariane 44L,1,Retired,,"Arabsat-2B, Measat-2"
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1996,1899-12-30 22:49:00,Ariane 44L,1,Retired,,"Italsat F2, Telecom 2D"
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1996,1899-12-30 23:10:00,Ariane 44L,1,Retired,,"Panamsat-3R, Measat-1"
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1997,1899-12-30 00:16:00,Ariane 42L,1,Retired,,Intelsat 804
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1997,1899-12-30 01:07:00,Ariane 44P,1,Retired,,Intelsat 801
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1997,1899-12-30 06:46:00,Ariane 44P,1,Retired,,Panamsat-6
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1997,1899-12-30 21:48:00,Ariane 44L,1,Retired,,"Sirius-2, Cakrawarta-1"
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1997,1899-12-30 22:04:00,Ariane 44L,1,Retired,,"GE-2, Nahuel 1A"
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1997,1899-12-30 22:21:00,Ariane 44LP,1,Retired,,"Hot Bird 3, Meteosat 7"
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1997,1899-12-30 22:52:00,Ariane 44P,1,Retired,,"JCSAT-5, Equator S"
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1997,1899-12-30 23:08:00,Ariane 44LP,1,Retired,,"Thaicom 3, BSAT 1a"
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1997,1899-12-30 23:20:00,Ariane 44L,1,Retired,,"Inmarsat 3 F4, Insat 2D"
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1997,1899-12-30 23:44:00,Ariane 44P,1,Retired,,Intelsat 802
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1997,1899-12-30 23:58:00,Ariane 44LP,1,Retired,,Intelsat 803
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1998,1899-12-30 00:43:00,Ariane 42L,1,Retired,,Satmex 5
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1998,1899-12-30 01:08:00,Ariane 42L,1,Retired,,Panamsat-6B
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1998,1899-12-30 01:46:00,Ariane 40,1,Retired,,SPOT-4
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1998,1899-12-30 06:31:00,Ariane 44LP,1,Retired,,Panamsat-7
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1998,1899-12-30 22:15:00,Ariane 44L,1,Retired,,"Afristar, GE-5"
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1998,1899-12-30 22:38:00,Ariane 42P,1,Retired,,Hot Bird 4
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1998,1899-12-30 22:51:00,Ariane 44L,1,Retired,,"Eutelsat W2, Sirius-3"
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1998,1899-12-30 22:53:00,Ariane 44P,1,Retired,,"Nilesat-101, BSAT-1B"
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1998,1899-12-30 23:07:00,Ariane 44P,1,Retired,,ST-1
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1998,1899-12-30 23:29:00,Ariane 44LP,1,Retired,,"Brasilsat B3, Inmarsat-3 F5"
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1999,1899-12-30 00:50:00,Ariane 44L,1,Retired,,Galaxy-11
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1999,1899-12-30 06:22:00,Ariane 44LP,1,Retired,,Orion 2
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1999,1899-12-30 06:29:00,Ariane 44LP,1,Retired,,Telstar 7
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1999,1899-12-30 16:22:00,Ariane 40,1,Retired,,Helios 1B & Cl??mentine
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1999,1899-12-30 22:03:00,Ariane 42P,1,Retired,,Insat-2E
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1999,1899-12-30 22:34:00,Ariane 42P,1,Retired,,Koreasat-3
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1999,1899-12-30 22:44:00,Ariane 44L,1,Retired,,"Arabsat-3A, Skynet 4E"
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1999,1899-12-30 22:52:00,Ariane 42P,1,Retired,,Telkom-1
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1999,1899-12-30 22:54:00,Ariane 44LP,1,Retired,,GE-4
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2000,1899-12-30 01:04:00,Ariane 42L,1,Retired,,Galaxy 10R
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2000,1899-12-30 01:04:00,Ariane 44LP,1,Retired,,Superbird 4
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2000,1899-12-30 05:59:00,Ariane 44LP,1,Retired,,EuropeStar F1
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2000,1899-12-30 22:33:00,Ariane 44P,1,Retired,,Eutelsat W1
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2000,1899-12-30 23:00:00,Ariane 42L,1,Retired,,N-SAT 110
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2000,1899-12-30 23:16:00,Ariane 44LP,1,Retired,,"Brasilsat B4, Nilesat 102"
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2000,1899-12-30 23:56:00,Ariane 44L,1,Retired,,Anik F1
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2001,1899-12-30 05:59:00,Ariane 44LP,1,Retired,,DirecTV-4S
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2001,1899-12-30 06:45:00,Ariane 44L,1,Retired,,Intelsat 901
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2001,1899-12-30 06:46:00,Ariane 44L,1,Retired,,Intelsat 902
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2001,1899-12-30 22:09:00,Ariane 44P,1,Retired,,Turksat 2A
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2001,1899-12-30 23:05:00,Ariane 44L,1,Retired,,"Sicral-1, Skynet 4F"
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2001,1899-12-30 23:21:00,Ariane 44P,1,Retired,,Atlantic Bird 2
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2002,1899-12-30 01:29:00,Ariane 44L,1,Retired,,"Astra 3A, JCSAT-8"
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2002,1899-12-30 06:44:00,Ariane 44L,1,Retired,,Intelsat 905
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2002,1899-12-30 06:44:00,Ariane 44L,1,Retired,,Intelsat 906
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2002,1899-12-30 06:59:00,Ariane 44L,1,Retired,,Intelsat 904
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2002,1899-12-30 23:02:00,Ariane 42P,1,Retired,,"SPOT-5, IDEFIX"
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2002,1899-12-30 23:02:00,Ariane 44L,1,Retired,,NSS-7
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2002,1899-12-30 23:04:00,Ariane 44L,1,Retired,,NSS-6
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2002,1899-12-30 23:46:00,Ariane 42L,1,Retired,,Insat 3C
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2003,1899-12-30 07:00:00,Ariane 44L,1,Retired,,Intelsat 907
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",1999,1899-12-30 14:32:00,Ariane 5 G,1,Retired,,XMM-Newton
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2000,1899-12-30 00:26:00,Ariane 5 G,1,Retired,,"Astra 2D, GE-8, LDREX"
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2000,1899-12-30 00:29:00,Ariane 42L,1,Retired,,Galaxy 4R
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2000,1899-12-30 01:07:00,Ariane 5 G,1,Retired,,"PanAmSat-1R, Amsat-P3D, STRV 1C, STRV 1D"
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2000,1899-12-30 22:54:00,Ariane 5 G,1,Retired,,Astra 2B & GE-7
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2000,1899-12-30 23:28:00,Ariane 5 G,1,Retired,,INSAT-3B & AsiaStar
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2001,1899-12-30 21:58:00,Ariane 5 G,0,Retired,,Artemis & BSAT-2b
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2001,1899-12-30 22:51:00,Ariane 5 G,1,Retired,,Eurobird-1 & BSat-2a
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2002,1899-12-30 01:07:00,Ariane 5 G,1,Retired,,Envisat
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2002,1899-12-30 22:22:00,Ariane 5 ECA,0,Active,200,"Hot Bird 7, Stentor, MFD-A, MFD-B"
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2002,1899-12-30 22:45:00,Ariane 5 G,1,Retired,,"Atlantic Bird 1, MSG-1, MFD"
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2002,1899-12-30 23:22:00,Ariane 5 G,1,Retired,,Stellat-5 & NStar-C
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2003,1899-12-30 22:38:00,Ariane 5 G,1,Retired,,Optus C1 & BSAT-2c
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2003,1899-12-30 22:52:00,Ariane 5 G,1,Retired,,INSAT-3A & Galaxy 12
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2003,1899-12-30 23:14:00,Ariane 5 G,1,Retired,,"Insat 3E, eBird-1, SMART-1"
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2004,1899-12-30 00:44:00,Ariane 5 G+,1,Retired,190,Anik F2
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2004,1899-12-30 07:17:00,Ariane 5 G+,1,Retired,190,Rosetta & Philae
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2004,1899-12-30 16:26:00,Ariane 5 G+,1,Retired,190,"Helios 2A, Essaim-1,2,3,4, PARASOL, Nanosat 01"
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2005,1899-12-30 08:20:00,Ariane 5 GS,1,Retired,,iPStar-1
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2005,1899-12-30 21:03:00,Ariane 5 ECA,1,Active,200,"XTAR-EUR, Maqsat-B2, Sloshsat-FLEVO"
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2005,1899-12-30 22:32:00,Ariane 5 GS,1,Retired,,Syracuse 3A & Galaxy 15
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2005,1899-12-30 23:33:00,Ariane 5 GS,1,Retired,,INSAT-4A & MSG-2
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2005,1899-12-30 23:46:00,Ariane 5 ECA,1,Active,200,Spaceway-2 & Telkom-2
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2006,1899-12-30 20:56:00,Ariane 5 ECA,1,Active,200,"DirecTV-9S, Optus D1, LDREX-2"
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2006,1899-12-30 21:09:00,Ariane 5 ECA,1,Active,200,Satmex-6 & Thaicom-5
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2006,1899-12-30 22:08:00,Ariane 5 ECA,1,Active,200,WildBlue-1 & AMC-18
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2006,1899-12-30 22:15:00,Ariane 5 ECA,1,Active,200,JCSAT-10 & Syracuse 3B
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2006,1899-12-30 22:33:00,Ariane 5 ECA,1,Active,200,Spainsat & Hot Bird 7A
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2007,1899-12-30 21:41:00,Ariane 5 GS,1,Retired,,Rascom-QAF1 & Horizons-2
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2007,1899-12-30 22:02:00,Ariane 5 GS,1,Retired,,Intelsat 11 & Optus D2
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2007,1899-12-30 22:03:00,Ariane 5 ECA,1,Active,200,Skynet 5A & INSAT-4B
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2007,1899-12-30 22:03:00,Ariane 5 ECA,1,Active,200,Skynet 5B & Star One C1
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2007,1899-12-30 22:29:00,Ariane 5 ECA,1,Active,200,Astra 1L & Galaxy 17
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2007,1899-12-30 23:44:00,Ariane 5 ECA,1,Active,200,Spaceway-3 & BSat-3A
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2008,1899-12-30 04:03:00,Ariane 5 ES,1,Retired,,Jules Verne ATV
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2008,1899-12-30 20:44:00,Ariane 5 ECA,1,Active,200,Superbird-7 & AMC-21
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2008,1899-12-30 21:47:00,Ariane 5 ECA,1,Active,200,ProtoStar-1 & Badr-6
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2008,1899-12-30 22:05:00,Ariane 5 ECA,1,Active,200,Skynet 5C & Turksat 3A
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2008,1899-12-30 22:17:00,Ariane 5 ECA,1,Active,200,Star One C2 & Vinasat-1
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2008,1899-12-30 22:35:00,Ariane 5 ECA,1,Active,200,Hot Bird 9 & Eutelsat W2M
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2009,1899-12-30 13:12:00,Ariane 5 ECA,1,Active,200,Herschel Space Observatory & Planck
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2009,1899-12-30 16:26:00,Ariane 5 GS,1,Retired,,Helios 2B
